STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TRANSACTION,Transaction,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,CIVIL_STATUS,Civil status,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,LEVEL,Level,TAX_BASE,Tax base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2011,,548300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2012,,574300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2013,,591600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2014,,602600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2015,,616100,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2016,,625800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2017,,638500,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2018,,662300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,SWE,Sweden,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2019,,689300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2000,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2001,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2002,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2003,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2004,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2005,,27900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2006,,29800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2007,,29800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2008,,29800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2009,,29800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2010,,29800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2011,,31500,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2012,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2013,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2014,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2015,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2016,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2017,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2018,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2019,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2020,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2021,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2022,,31600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2023,,32200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2024,,32800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2000,,6250000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2001,,7000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2002,,9500000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2003,,12000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2004,,14000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2005,,15000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2006,,18000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2007,,19000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2008,,19800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2009,,22000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2010,,22000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2011,,23000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2012,,25000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2013,,26000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2014,,27000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2015,,29000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2016,,30000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2017,,30000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2018,,34000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2019,,40000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2020,,49000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2021,,53000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2022,,70000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2023,,150000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2024,,230000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2000,,28400,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2001,,29400,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2002,,29900,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2003,,30500,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2004,,31400,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2005,,32400,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2006,,33300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,GBR,United Kingdom,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L2,2,_Z,Not applicable,2007,,34600,,1,One,A,Normal value,0,Units
